"year","month","day","td_ge","dt","luna_num","saros","eclipse_type","gamma","magnitude","lat_ge","lng_ge","lat_dd_ge","lng_dd_ge","sun_alt","sun_azm","path_width","central_duration","duration_secs","cat_no","canon_plate","julian_date","t0","x0","x1","x2","x3","y0","y1","y2","y3","d0","d1","d2","mu0","mu1","mu2","l10","l11","l12","l20","l21","l22","tan_f1","tan_f2","tmin","tmax","etype","PNS","UNS","NCN","nSer","nSeq","nJLE"
2058,6,21,"00:19:35",110.30000000,723,157,"Pb",1.48694000,.12603000,"65.9N","9.9E",65.94933000,9.88361000,.00000000,12.70000000,.00000000,"00m00s",.00000000,9638.00000000,482.00000000,2472900.51400000,.00000000,-.31122200,.50958570,.00001690,-.00000591,1.46354900,.05005070,-.00020780,-.00000067,23.42871100,-.00009400,-.00000500,179.53883000,14.99905000,.00000000,.56271700,.00007020,-.00000990,.01649700,.00006990,-.00000980,.00460200,.00457900,-3.00000000,3.00000000,4,1,1,1,70,1,10
2058,11,16,"03:23:07",111.20000000,728,124,"P",1.12238000,.76444000,"62.9N","174.2E",62.90045000,174.18195000,.00000000,225.10000000,.00000000,"00m00s",.00000000,9639.00000000,482.00000000,2473048.64100000,3.00000000,.18428500,.51359900,.00005040,-.00000715,1.12699200,-.18608040,.00006140,.00000274,-18.76819000,-.00990800,.00000500,228.82822000,14.99944000,.00000000,.55306400,-.00010940,-.00001150,.00689200,-.00010880,-.00001140,.00472730,.00470380,-3.00000000,3.00000000,4,1,1,1,73,57,1
2059,5,11,"19:22:16",112.20000000,734,129,"T",-.50795000,1.02418000,"10.7S","100.4W",-10.71686000,-100.39618000,59.40000000,339.90000000,94.60000000,"02m23s",143.40000000,9640.00000000,482.00000000,2473225.30700000,19.00000000,-.01214900,.51977020,.00002580,-.00000761,-.54813600,.19789780,-.00008800,-.00000307,18.03314000,.01009800,-.00000400,105.89467000,15.00152000,.00000000,.54360400,.00012050,-.00001170,-.00252100,.00011990,-.00001160,.00462980,.00460670,-3.00000000,3.00000000,1,-1,0,0,80,54,2
2059,11,5,"09:18:15",113.20000000,740,134,"A",.44543000,.94166000,"8.7N","47.1E",8.74345000,47.08478000,63.50000000,202.70000000,238.30000000,"07m00s",419.70000000,9641.00000000,483.00000000,2473402.88800000,9.00000000,.03280800,.47272870,.00004820,-.00000552,.47100800,-.20413720,.00006680,.00000255,-15.72186000,-.01212900,.00000400,319.11588000,15.00092000,.00000000,.56738900,-.00007600,-.00001020,.02114600,-.00007560,-.00001020,.00471560,.00469210,-3.00000000,3.00000000,2,1,0,0,71,46,2
2060,4,30,"10:10:00",114.20000000,746,139,"T",.24217000,1.06600000,"28.0N","20.9E",27.95687000,20.91595000,75.80000000,154.10000000,222.00000000,"05m15s",315.20000000,9642.00000000,483.00000000,2473579.92400000,10.00000000,-.18633000,.53155170,.00004500,-.00000885,.18247100,.23460590,-.00010540,-.00000410,15.06877000,.01204900,-.00000300,330.71164000,15.00256000,.00000000,.53364100,.00004740,-.00001280,-.01243400,.00004720,-.00001270,.00464110,.00461800,-3.00000000,3.00000000,1,0,0,0,71,32,40
2060,10,24,"09:24:10",115.20000000,752,144,"A",-.26250000,.92766000,"25.8S","28.1E",-25.78702000,28.11993000,74.60000000,28.10000000,280.60000000,"08m06s",485.80000000,9643.00000000,483.00000000,2473756.89200000,9.00000000,-.29760800,.45295020,.00003950,-.00000497,-.14683800,-.22110770,.00007100,.00000259,-12.06838000,-.01382100,.00000200,318.97665000,15.00237000,.00000000,.57207000,.00002380,-.00000980,.02580300,.00002370,-.00000980,.00470180,.00467840,-3.00000000,3.00000000,2,0,0,0,70,19,44
2061,4,20,"02:56:49",116.30000000,758,149,"T",.95776000,1.04755000,"64.5N","59.2E",64.53622000,59.16040000,16.20000000,96.80000000,558.80000000,"02m37s",157.40000000,9644.00000000,483.00000000,2473934.62300000,3.00000000,-.39217200,.52077600,.00006430,-.00000858,.87432300,.25394090,-.00011550,-.00000439,11.66527000,.01361800,-.00000200,225.28180000,15.00342000,.00000000,.53497300,-.00006020,-.00001270,-.01110900,-.00005990,-.00001270,.00465410,.00463090,-3.00000000,3.00000000,1,1,0,0,71,23,10
2061,10,13,"10:32:10",117.30000000,764,154,"A",-.96394000,.94691000,"62.1S","54.4W",-62.13665000,-54.38403000,14.80000000,79.00000000,742.70000000,"03m41s",221.00000000,9645.00000000,483.00000000,2474110.93900000,11.00000000,-.23491300,.46136870,.00001940,-.00000556,-.96564600,-.24275100,.00008880,.00000309,-8.05585000,-.01491500,.00000100,348.47226000,15.00359000,.00000000,.56277300,.00009460,-.00001040,.01655300,.00009410,-.00001040,.00468660,.00466330,-3.00000000,3.00000000,2,-1,0,0,71,9,10
2062,3,11,"04:26:16",118.10000000,769,121,"P",-1.02380000,.93308000,"61.0S","147.1W",-60.97087000,-147.13385000,.00000000,262.50000000,.00000000,"00m00s",.00000000,9646.00000000,483.00000000,2474259.68500000,4.00000000,.28882500,.46763990,-.00000850,-.00000604,-1.00961700,.25726200,.00007160,-.00000349,-3.62057000,.01575100,.00000000,237.51289000,15.00386000,.00000000,.55800800,-.00011170,-.00001090,.01181200,-.00011110,-.00001090,.00470810,.00468460,-3.00000000,3.00000000,4,-1,-1,-1,71,63,1
2062,9,3,"08:54:27",119.20000000,775,126,"P",1.01915000,.97490000,"61.3N","150.3E",61.30510000,150.32184000,.00000000,285.50000000,.00000000,"00m00s",.00000000,9647.00000000,483.00000000,2474435.87100000,9.00000000,.52210900,.50474770,-.00006230,-.00000793,.87683700,-.26625450,-.00008360,.00000440,7.37101000,-.01467600,-.00000200,315.16360000,15.00465000,.00000000,.53765400,.00009000,-.00001230,-.00844200,.00008960,-.00001220,.00463420,.00461120,-3.00000000,3.00000000,4,1,1,1,72,50,1
2063,2,28,"07:43:30",120.20000000,781,131,"A",-.33603000,.92925000,"25.2S","77.7E",-25.23199000,77.74487000,70.20000000,329.40000000,279.60000000,"07m41s",461.20000000,9648.00000000,483.00000000,2474613.82200000,8.00000000,.28056800,.44843100,-.00002420,-.00000501,-.23166800,.23748270,.00005370,-.00000282,-7.90684000,.01519100,.00000200,296.88773000,15.00302000,.00000000,.57146400,-.00006220,-.00001000,.02520000,-.00006190,-.00000990,.00472190,.00469840,-3.00000000,3.00000000,2,0,0,0,70,53,2
2063,8,24,"01:22:11",121.20000000,787,136,"T",.27714000,1.07498000,"25.6N","168.4E",25.56131000,168.43854000,73.80000000,208.60000000,252.20000000,"05m49s",349.00000000,9649.00000000,483.00000000,2474790.55700000,1.00000000,-.07017500,.52327860,-.00002950,-.00000883,.34422900,-.25967700,-.00008470,.00000458,11.13078000,-.01360900,-.00000200,194.36823000,15.00407000,.00000000,.53143800,.00000810,-.00001290,-.01462700,.00000810,-.00001280,.00462300,.00460000,-3.00000000,3.00000000,1,0,0,0,71,40,4
2064,2,17,"07:00:23",122.20000000,793,141,"A",.35966000,.92623000,"7.0N","69.7E",7.03301000,69.74194000,68.90000000,154.40000000,294.60000000,"08m56s",536.40000000,9650.00000000,483.00000000,2474967.79200000,7.00000000,-.16082900,.45534030,-.00003210,-.00000507,.32171300,.22245960,.00004960,-.00000265,-12.02796000,.01402600,.00000300,281.51880000,15.00185000,.00000000,.57241600,.00004800,-.00001000,.02614700,.00004770,-.00000990,.00473380,.00471020,-3.00000000,3.00000000,2,0,0,0,70,26,20
2064,8,12,"17:46:06",123.30000000,799,146,"T",-.46522000,1.04946000,"10.9S","96.0W",-10.93056000,-95.97400000,62.20000000,23.80000000,183.70000000,"04m28s",267.60000000,9651.00000000,483.00000000,2475145.24000000,18.00000000,-.07037700,.51907350,-.00002130,-.00000811,-.47837500,-.23315150,-.00006510,.00000383,14.55016000,-.01218300,-.00000300,88.77208000,15.00318000,.00000000,.53726600,-.00009780,-.00001220,-.00882700,-.00009730,-.00001210,.00461410,.00459110,-3.00000000,3.00000000,1,-1,0,0,76,30,20
2065,2,5,"09:52:26",124.30000000,805,151,"P",1.03357000,.91230000,"62.2N","21.9W",62.16188000,-21.89734000,.00000000,125.40000000,.00000000,"00m00s",.00000000,9652.00000000,483.00000000,2475321.91100000,10.00000000,-.34694800,.48884830,-.00004070,-.00000629,.97591900,.21044900,.00004430,-.00000287,-15.69263000,.01227600,.00000400,326.51923000,15.00050000,.00000000,.56041800,.00011290,-.00001100,.01420900,.00011230,-.00001090,.00474280,.00471920,-3.00000000,3.00000000,4,1,1,1,72,17,10
2065,7,3,"17:33:52",125.20000000,810,118,"P",1.46186000,.16385000,"64.8N","71.9E",64.82219000,71.86035000,.00000000,335.90000000,.00000000,"00m00s",.00000000,9653.00000000,483.00000000,2475470.23200000,18.00000000,.49852200,.51231280,-.00003360,-.00000626,1.39284100,-.09847540,-.00020500,.00000130,22.85247000,-.00344100,-.00000500,88.87412000,14.99946000,.00000000,.55791400,-.00010540,-.00001020,.01171800,-.00010490,-.00001020,.00459940,.00457650,-3.00000000,3.00000000,4,1,1,1,72,71,1
2065,8,2,"05:34:17",125.30000000,811,156,"P",-1.27585000,.49025000,"62.7S","46.5E",-62.71172000,46.53845000,.00000000,48.70000000,.00000000,"00m00s",.00000000,9654.00000000,483.00000000,2475499.73200000,6.00000000,-.24688000,.50017040,-.00001090,-.00000658,-1.27270400,-.19401600,-.00004950,.00000273,17.59382100,-.01034800,-.00000400,268.41498000,15.00206000,.00000000,.55113800,-.00012490,-.00001090,.00497600,-.00012430,-.00001080,.00460730,.00458440,-3.00000000,3.00000000,4,-1,-1,-1,69,4,10
2065,12,27,"08:39:56",126.20000000,816,123,"P",-1.06879000,.87689000,"65.4S","149.2W",-65.39602000,-149.16016000,.00000000,198.30000000,.00000000,"00m00s",.00000000,9655.00000000,483.00000000,2475646.86100000,9.00000000,.34354200,.57266840,-.00005220,-.00000951,-1.03038800,.08242680,.00023440,-.00000153,-23.28576100,.00176800,.00000600,314.71313000,14.99643000,.00000000,.54037500,.00004920,-.00001290,-.00573400,.00004900,-.00001290,.00475390,.00473020,-3.00000000,3.00000000,4,-1,-1,-1,70,56,1
2066,6,22,"19:25:48",127.20000000,822,128,"A",.73297000,.94346000,"70.1N","96.4W",70.13150000,-96.36346000,42.60000000,197.50000000,308.60000000,"04m40s",279.80000000,9656.00000000,483.00000000,2475824.31000000,19.00000000,-.13370500,.50265810,-.00001130,-.00000563,.75273300,-.05670910,-.00017610,.00000074,23.41819000,-.00037600,-.00000600,104.43368000,14.99904000,.00000000,.56569900,.00000000,-.00000970,.01946400,.00000000,-.00000960,.00460150,.00457860,-3.00000000,3.00000000,2,1,0,0,73,61,2
2066,12,17,"00:23:40",128.30000000,828,133,"T",-.40428000,1.04155000,"47.4S","175.8E",-47.36756000,175.77716000,65.90000000,355.10000000,152.20000000,"03m14s",194.40000000,9657.00000000,483.00000000,2476001.51600000,.00000000,-.20250200,.57886010,.00000540,-.00000970,-.41803100,.03687790,.00020230,-.00000074,-23.34728100,-.00158200,.00000600,181.02414000,14.99646000,.00000000,.53954200,-.00003520,-.00001300,-.00656300,-.00003510,-.00001290,.00475060,.00472700,-3.00000000,3.00000000,1,0,0,0,72,48,4
2067,6,11,"20:42:26",129.30000000,834,138,"A",-.03866000,.96702000,"21.0N","130.2W",21.04022000,-130.17841000,87.90000000,2.00000000,119.00000000,"04m05s",245.20000000,9658.00000000,483.00000000,2476178.36300000,21.00000000,.15015300,.51736070,-.00002270,-.00000619,-.04359100,-.01696530,-.00014750,.00000030,23.12772900,.00272100,-.00000600,135.03098000,14.99919000,.00000000,.56012300,.00007960,-.00001010,.01391600,.00007920,-.00001010,.00460560,.00458270,-3.00000000,3.00000000,2,0,0,0,70,34,44
2067,12,6,"14:03:43",130.30000000,840,143,"H",.28447000,1.00113000,"6.0S","32.4W",-6.04540000,-32.37640000,73.50000000,180.90000000,4.10000000,"00m08s",7.50000000,9659.00000000,483.00000000,2476356.08600000,14.00000000,-.02978000,.55434020,.00002100,-.00000813,.28498800,-.00897010,.00014670,.00000003,-22.53072000,-.00484100,.00000600,32.25572000,14.99706000,.00000000,.55038500,-.00011320,-.00001190,.00422600,-.00011270,-.00001180,.00474500,.00472140,-3.00000000,3.00000000,3,0,0,0,72,26,40
2068,5,31,"03:56:39",131.40000000,846,148,"T",-.79705000,1.01098000,"31.0S","123.2E",-31.01389000,123.23090000,36.90000000,357.20000000,62.80000000,"01m06s",65.80000000,9660.00000000,483.00000000,2476532.66400000,4.00000000,.06617700,.54819740,-.00001340,-.00000777,-.79488400,.02448380,-.00011180,-.00000027,22.02277900,.00564400,-.00000500,240.53246000,14.99982000,.00000000,.54594200,.00011580,-.00001130,-.00019500,.00011520,-.00001130,.00461180,.00458880,-3.00000000,3.00000000,1,-1,0,0,75,24,20
2068,11,24,"21:32:30",132.40000000,852,153,"P",1.02989000,.91088000,"68.5N","131.1W",68.51738000,-131.07532000,.00000000,193.80000000,.00000000,"00m00s",.00000000,9661.00000000,484.00000000,2476710.39800000,22.00000000,.33383400,.51846660,.00001460,-.00000635,1.00312600,-.04853090,.00009190,.00000050,-20.83828000,-.00789100,.00000500,153.25810000,14.99817000,.00000000,.56551500,-.00010860,-.00001050,.01928100,-.00010810,-.00001050,.00473690,.00471330,-3.00000000,3.00000000,4,1,1,1,70,12,10
2069,4,21,"10:11:09",133.30000000,857,120,"P",1.06241000,.89916000,"71.0N","101.3W",71.04536000,-101.26782000,.00000000,49.70000000,.00000000,"00m00s",.00000000,9662.00000000,484.00000000,2476857.92400000,10.00000000,-.37409200,.56460120,.00003940,-.00000962,1.00026300,.14793260,-.00013660,-.00000243,12.12613000,.01368500,-.00000300,330.34122000,15.00342000,.00000000,.53311200,.00001970,-.00001290,-.01296100,.00001960,-.00001290,.00465250,.00462940,-3.00000000,3.00000000,4,1,1,1,71,64,1
2069,5,20,"17:53:18",133.50000000,858,158,"Pb",-1.48520000,.08786000,"68.8S","69.9W",-68.76032000,-69.91327000,.00000000,342.50000000,.00000000,"00m00s",.00000000,9663.00000000,484.00000000,2476887.24500000,18.00000000,.23658600,.57323870,-.00000570,-.00000944,-1.46765100,.06703430,-.00005930,-.00000103,20.21186100,.00825300,-.00000500,90.83296000,15.00074000,.00000000,.53396700,.00006090,-.00001260,-.01211000,.00006060,-.00001250,.00462010,.00459710,-3.00000000,3.00000000,4,-1,-1,-1,70,1,10
2069,10,15,"04:19:56",134.30000000,863,125,"P",-1.25241000,.52980000,"71.6S","5.5W",-71.64310000,-5.46008000,.00000000,118.80000000,.00000000,"00m00s",.00000000,9664.00000000,484.00000000,2477034.68100000,4.00000000,-.51142300,.48632450,.00002730,-.00000549,-1.15554200,-.14153440,.00009710,.00000153,-8.71068000,-.01501000,.00000200,243.57150000,15.00349000,.00000000,.57011500,.00005170,-.00000990,.02385800,.00005150,-.00000980,.00468910,.00466570,-3.00000000,3.00000000,4,-1,-1,-1,73,57,1
2070,4,11,"02:36:09",135.40000000,869,130,"T",.36524000,1.04715000,"29.1N","135.1E",29.05408000,135.06934000,68.40000000,161.70000000,168.20000000,"04m04s",244.20000000,9665.00000000,484.00000000,2477212.60800000,3.00000000,.11634100,.55045620,.00002160,-.00000891,.41447100,.16071420,-.00006960,-.00000252,8.41019000,.01490300,-.00000200,224.73706000,15.00405000,.00000000,.53808700,-.00009320,-.00001250,-.00801100,-.00009280,-.00001240,.00466670,.00464340,-3.00000000,3.00000000,1,0,0,0,73,55,3
2070,10,4,"07:08:57",136.40000000,875,135,"A",-.49496000,.97310000,"32.8S","60.4E",-32.84840000,60.40228000,60.10000000,20.60000000,110.20000000,"02m44s",164.10000000,9666.00000000,484.00000000,2477388.79800000,7.00000000,-.22296400,.50618990,.00000150,-.00000651,-.44891100,-.15802170,.00005260,.00000195,-4.51255000,-.01565400,.00000100,287.82974000,15.00442000,.00000000,.55776100,.00012050,-.00001070,.01156600,.00011990,-.00001070,.00467350,.00465030,-3.00000000,3.00000000,2,-1,0,0,71,42,2
2071,3,31,"15:01:06",137.50000000,881,140,"A",-.37393000,.99185000,"16.7S","37.0W",-16.69812000,-36.99707000,67.90000000,342.00000000,30.70000000,"00m52s",51.70000000,9667.00000000,484.00000000,2477567.12600000,15.00000000,.10209700,.51732370,.00001990,-.00000709,-.35986500,.16181970,-.00000090,-.00000214,4.35245000,.01572100,-.00000100,43.98605000,15.00433000,.00000000,.55273400,-.00012380,-.00001120,.00656400,-.00012320,-.00001120,.00468160,.00465830,-3.00000000,3.00000000,2,0,0,0,71,32,40
2071,9,23,"17:20:28",138.50000000,887,145,"T",.26201000,1.03329000,"14.2N","76.7W",14.22594000,-76.74622000,74.70000000,198.20000000,116.10000000,"03m11s",190.80000000,9668.00000000,484.00000000,2477743.22300000,17.00000000,-.10334200,.53709330,-.00000960,-.00000827,.30817300,-.17189540,-.00000750,.00000257,-.31420000,-.01579400,.00000000,76.93185000,15.00495000,.00000000,.54175300,.00011500,-.00001210,-.00436300,.00011440,-.00001200,.00465860,.00463540,-3.00000000,3.00000000,1,0,0,0,77,25,40
2072,3,19,"20:10:31",139.60000000,893,150,"P",-1.14050000,.71992000,"72.2S","30.4W",-72.18370000,-30.36707000,.00000000,270.10000000,.00000000,"00m00s",.00000000,9669.00000000,484.00000000,2477921.34100000,20.00000000,.26349600,.48749220,-.00000070,-.00000568,-1.11326210,.15665150,.00004980,-.00000175,.02934000,.01608700,.00000000,118.16259000,15.00425000,.00000000,.56776300,-.00007420,-.00001010,.02151800,-.00007380,-.00001000,.00469680,.00467340,-3.00000000,3.00000000,4,-1,-1,-1,71,20,10
2072,9,12,"08:59:20",140.70000000,899,155,"T",.96552000,1.05578000,"69.8N","102.0E",69.77209000,102.00592000,14.40000000,240.00000000,732.50000000,"03m13s",192.90000000,9670.00000000,484.00000000,2478097.87500000,9.00000000,.29777200,.55619050,-.00002750,-.00000946,.91848300,-.17622640,-.00007460,.00000292,3.77284000,-.01550600,-.00000100,315.99017000,15.00505000,.00000000,.53279700,.00002170,-.00001290,-.01327500,.00002160,-.00001280,.00464500,.00462180,-3.00000000,3.00000000,1,1,0,0,71,9,10
2073,2,7,"01:55:59",141.50000000,904,122,"P",1.16506000,.67684000,"70.5N","114.9E",70.46686000,114.91382000,.00000000,141.40000000,.00000000,"00m00s",.00000000,9671.00000000,484.00000000,2478245.58100000,2.00000000,-.21807700,.49966680,-.00002170,-.00000582,1.14498310,.11048680,.00004150,-.00000121,-15.15656000,.01283200,.00000400,206.50175000,15.00076000,.00000000,.57026700,.00007290,-.00001020,.02400900,.00007260,-.00001010,.00474190,.00471830,-3.00000000,3.00000000,4,1,1,1,70,61,1
2073,8,3,"17:15:23",142.60000000,910,127,"T",-.87626000,1.02936000,"43.2S","89.4W",-43.24172000,-89.39410000,28.50000000,13.80000000,206.40000000,"02m29s",149.20000000,9672.00000000,484.00000000,2478423.21900000,17.00000000,-.30171800,.55115570,.00000930,-.00000832,-.83514100,-.10260300,-.00007130,.00000148,17.18993900,-.01086100,-.00000400,73.44228000,15.00234000,.00000000,.54054400,-.00010130,-.00001180,-.00556600,-.00010080,-.00001180,.00460780,.00458490,-3.00000000,3.00000000,1,-1,0,0,82,61,1
2074,1,27,"06:44:15",143.70000000,916,132,"A",.42511000,.97978000,"6.6N","78.8E",6.56315000,78.78772000,64.80000000,171.30000000,79.30000000,"02m21s",141.20000000,9673.00000000,484.00000000,2478599.78100000,7.00000000,.07283400,.53534530,-.00003980,-.00000736,.44234100,.08635120,.00009720,-.00000110,-18.33945100,.01063300,.00000500,281.84396000,14.99932000,.00000000,.55613100,.00011440,-.00001140,.00994300,.00011390,-.00001130,.00474870,.00472510,-3.00000000,3.00000000,2,0,0,0,71,49,4
2074,7,24,"03:10:32",144.70000000,922,137,"A",-.12423000,.98380000,"12.8N","133.7E",12.78203000,133.72974000,82.90000000,6.90000000,57.80000000,"01m57s",117.40000000,9674.00000000,484.00000000,2478777.63200000,3.00000000,-.10727100,.52359110,.00000400,-.00000662,-.11184300,-.06512920,-.00012200,.00000074,19.78580100,-.00866500,-.00000400,223.33977000,15.00115000,.00000000,.55524100,-.00010320,-.00001050,.00905800,-.00010270,-.00001040,.00460300,.00458010,-3.00000000,3.00000000,2,0,0,0,70,39,44
2075,1,16,"18:36:04",145.80000000,928,142,"T",-.27988000,1.03114000,"37.2S","94.1W",-37.17343000,-94.09583000,73.50000000,353.80000000,109.70000000,"02m42s",162.00000000,9675.00000000,484.00000000,2478954.27500000,19.00000000,.25383100,.57102320,-.00003830,-.00000926,-.25730600,.05360840,.00016460,-.00000078,-20.79369900,.00799500,.00000500,102.56072000,14.99802000,.00000000,.54243500,.00006740,-.00001270,-.00368400,.00006700,-.00001270,.00475290,.00472920,-3.00000000,3.00000000,1,0,0,0,72,26,40
2075,7,13,"06:05:44",146.80000000,934,147,"A",.65830000,.94667000,"63.1N","95.2E",63.12659000,95.20245000,48.50000000,186.40000000,261.90000000,"04m45s",284.60000000,9676.00000000,484.00000000,2479131.75400000,6.00000000,-.01239900,.50623650,-.00000300,-.00000572,.65995900,-.02767040,-.00016110,.00000023,21.78327900,-.00604000,-.00000500,268.52969000,15.00008000,.00000000,.56504800,-.00002730,-.00000970,.01881700,-.00002720,-.00000970,.00460020,.00457730,-3.00000000,3.00000000,2,1,0,0,80,26,20
2076,1,6,"10:07:27",147.90000000,940,152,"T",-.93732000,1.03424000,"87.2S","173.7W",-87.17555000,-173.72540000,19.90000000,203.40000000,340.40000000,"01m49s",109.50000000,9677.00000000,484.00000000,2479308.92200000,10.00000000,-.05238400,.58246690,.00000220,-.00000990,-.93865000,.01238630,.00022590,-.00000009,-22.47513000,.00498900,.00000600,328.59515000,14.99698000,.00000000,.53866700,-.00001930,-.00001310,-.00743400,-.00001920,-.00001310,.00475450,.00473090,-3.00000000,3.00000000,1,-1,0,0,70,16,20
2076,6,1,"17:31:22",148.80000000,945,119,"P",-1.38966000,.28969000,"64.4S","51.2W",-64.38347000,-51.23352000,.00000000,331.10000000,.00000000,"00m00s",.00000000,9678.00000000,484.00000000,2479456.23000000,18.00000000,.55791800,.51135780,-.00000510,-.00000634,-1.29718400,.11847800,-.00008560,-.00000161,22.23944100,.00498200,-.00000500,90.47128000,14.99962000,.00000000,.55674400,.00009240,-.00001040,.01055400,.00009190,-.00001040,.00461110,.00458820,-3.00000000,3.00000000,4,-1,-1,-1,71,69,1
2076,7,1,"06:50:43",149.00000000,946,157,"P",1.40053000,.27458000,"67.0N","98.1W",66.95031000,-98.11877000,.00000000,2.70000000,.00000000,"00m00s",.00000000,9679.00000000,484.00000000,2479485.78500000,7.00000000,.05155500,.51310840,-.00000900,-.00000599,1.40182500,.01012000,-.00020230,-.00000019,23.02268000,-.00310700,-.00000500,283.96860000,14.99935000,.00000000,.56204400,.00006670,-.00000990,.01582800,.00006640,-.00000990,.00459970,.00457680,-3.00000000,3.00000000,4,1,1,1,70,2,10
2076,11,26,"11:43:01",149.90000000,951,124,"P",1.14014000,.73146000,"63.7N","40.1E",63.72950000,40.11615000,.00000000,215.40000000,.00000000,"00m00s",.00000000,9680.00000000,484.00000000,2479633.98800000,12.00000000,.46169800,.52331380,.00003700,-.00000724,1.05380800,-.14963810,.00008790,.00000221,-21.14557100,-.00719800,.00000600,3.12841000,14.99797000,.00000000,.55443000,-.00012570,-.00001150,.00825100,-.00012510,-.00001140,.00473790,.00471430,-3.00000000,3.00000000,4,1,1,1,73,58,1
2077,5,22,"02:46:05",150.90000000,957,129,"T",-.57246000,1.02902000,"13.1S","148.3E",-13.10355000,148.32001000,55.00000000,343.50000000,118.80000000,"02m54s",173.60000000,9681.00000000,485.00000000,2479810.61500000,3.00000000,.29312500,.53319740,.00001100,-.00000789,-.50847800,.16522420,-.00010930,-.00000261,20.49352100,.00767400,-.00000500,225.80885000,15.00051000,.00000000,.54220900,.00010460,-.00001170,-.00390900,.00010410,-.00001170,.00461920,.00459620,-3.00000000,3.00000000,1,-1,0,0,80,55,2
2077,11,15,"17:07:56",152.00000000,963,134,"A",.47046000,.93706000,"7.8N","70.8W",7.79207000,-70.81293000,61.90000000,199.10000000,262.50000000,"07m54s",473.90000000,9682.00000000,485.00000000,2479988.21400000,17.00000000,.09753200,.48229790,.00004820,-.00000561,.46522500,-.17609610,.00009090,.00000220,-18.75906900,-.00993700,.00000500,78.83480000,14.99936000,.00000000,.56875500,-.00007600,-.00001020,.02250400,-.00007560,-.00001020,.00472780,.00470430,-3.00000000,3.00000000,2,1,0,0,71,47,2
2078,5,11,"17:56:55",153.10000000,969,139,"T",.18380000,1.07012000,"28.1N","93.7W",28.14111000,-93.71283000,79.30000000,157.90000000,232.10000000,"05m40s",340.50000000,9683.00000000,485.00000000,2480165.24800000,18.00000000,-.03716100,.54408090,.00004130,-.00000911,.18248100,.20625860,-.00012850,-.00000363,18.12167900,.01000100,-.00000400,90.88991000,15.00154000,.00000000,.53270600,.00003630,-.00001280,-.01336400,.00003610,-.00001270,.00462920,.00460610,-3.00000000,3.00000000,1,0,0,0,71,33,40
2078,11,4,"16:55:44",154.20000000,975,144,"A",-.22852000,.92551000,"27.8S","83.3W",-27.82951000,-83.31287000,76.60000000,25.40000000,287.50000000,"08m29s",509.10000000,9684.00000000,485.00000000,2480342.20500000,17.00000000,-.05813000,.46238830,.00003730,-.00000508,-.22388200,-.20061190,.00009700,.00000237,-15.63582000,-.01218400,.00000300,79.12265000,15.00094000,.00000000,.57281900,.00002000,-.00000980,.02654900,.00001990,-.00000980,.00471510,.00469160,-3.00000000,3.00000000,2,0,0,0,70,20,44
2079,5,1,"10:50:13",155.20000000,981,149,"T",.90809000,1.05116000,"66.2N","46.3W",66.16736000,-46.33661000,24.40000000,108.20000000,405.70000000,"02m55s",174.90000000,9685.00000000,485.00000000,2480519.95200000,11.00000000,-.27683200,.53025000,.00006600,-.00000871,.86999400,.23142490,-.00013940,-.00000400,15.20186000,.01198000,-.00000300,345.71423000,15.00251000,.00000000,.53468500,-.00006800,-.00001270,-.01139600,-.00006770,-.00001260,.00464100,.00461790,-3.00000000,3.00000000,1,1,0,0,71,24,20
2079,10,24,"18:11:21",156.30000000,987,154,"A",-.92427000,.94842000,"63.4S","160.6W",-63.41299000,-160.56049000,22.00000000,72.10000000,494.70000000,"03m39s",218.90000000,9686.00000000,485.00000000,2480696.25800000,18.00000000,-.49365400,.46998010,.00003780,-.00000573,-.78762800,-.22894100,.00010540,.00000295,-11.98526000,-.01382800,.00000200,93.97574000,15.00245000,.00000000,.56280400,.00011140,-.00001050,.01658400,.00011080,-.00001040,.00470070,.00467720,-3.00000000,3.00000000,2,-1,0,0,71,10,10
2080,3,21,"12:20:15",157.20000000,992,121,"P",-1.05777000,.87342000,"60.9S","85.9E",-60.92274000,85.93066000,.00000000,271.50000000,.00000000,"00m00s",.00000000,9687.00000000,485.00000000,2480845.01400000,12.00000000,.35692200,.46506050,.00000130,-.00000595,-1.01180010,.25848860,.00004850,-.00000347,.71432000,.01582300,.00000000,358.28574000,15.00422000,.00000000,.55802400,-.00011250,-.00001080,.01182700,-.00011190,-.00001080,.00469430,.00467090,-3.00000000,3.00000000,4,-1,-1,-1,71,64,1
2080,9,13,"16:38:09",158.30000000,998,126,"P",1.07235000,.87434000,"61.1N","25.8E",61.12266000,25.83356000,.00000000,276.70000000,.00000000,"00m00s",.00000000,9688.00000000,485.00000000,2481021.19300000,17.00000000,.69778800,.50164100,-.00005860,-.00000793,.84046100,-.27482180,-.00005910,.00000456,3.23846000,-.01533200,-.00000100,76.11579000,15.00494000,.00000000,.53771000,.00007950,-.00001240,-.00838500,.00007910,-.00001230,.00464670,.00462350,-3.00000000,3.00000000,4,1,1,1,72,51,1
